Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/4/2017,vs,Macalester College,L,1-2,23,1,3,1,1,0,0,5,0,0,1,1,1,0,0,5,21,10,2,0.13
3/4/2017,vs,Gustavus Adolphus,L,0-7,26,0,7,0,2,0,0,1,0,0,1,0,0,0,0,8,18,8,1,0.269
3/20/2017,vs,St. Olaf,L,0-2,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,18,7,2,0.043
3/20/2017,vs,Oberlin College,W,5-2,27,5,11,5,1,2,0,2,0,1,0,0,1,0,0,2,21,8,2,0.407
3/21/2017,vs,Carthage,L,2-6,27,2,6,2,2,0,0,0,0,0,0,1,1,0,0,9,21,8,1,0.222
3/23/2017,vs,D'Youville,L,1-6,30,1,8,1,1,0,0,0,0,0,0,0,0,0,0,5,21,9,1,0.267
3/23/2017,vs,Oberlin College,W,6-4,29,6,8,5,1,0,0,4,0,1,0,3,1,0,0,3,21,9,0,0.276
3/24/2017,vs,Carleton,L,0-4,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,18,7,1,0.043
3/28/2017,,Central College,L,0-6,24,0,5,0,2,0,0,4,1,0,0,0,1,0,0,6,21,10,0,0.208
3/28/2017,,Central College,L,1-9,24,1,7,1,2,0,0,2,0,0,0,0,0,0,1,2,18,7,3,0.292
4/1/2017,,Knox College,W,7-0,31,7,13,7,2,1,0,1,0,0,0,1,0,1,0,0,21,15,0,0.419
4/1/2017,,Knox College,W,5-2,28,5,11,5,2,1,0,3,0,2,0,0,1,1,0,0,21,15,2,0.393
4/6/2017,,Loras College,L,7-9,35,7,15,7,3,1,0,2,0,0,1,0,0,0,1,0,21,14,2,0.429
4/6/2017,,Loras College,L,2-8,29,2,8,2,1,0,0,0,0,0,0,0,0,0,0,4,21,11,2,0.276
4/8/2017,at,Lawrence University,W,9-1,33,9,13,9,5,1,0,2,0,0,0,0,1,0,0,7,21,12,2,0.394
4/8/2017,at,Lawrence University,L,2-3,29,2,10,2,3,0,0,0,0,0,0,1,1,0,0,2,18,9,1,0.345
4/9/2017,at,Lake Forest College,L,2-8,29,2,9,2,2,0,0,1,0,0,0,0,0,0,0,5,18,4,1,0.31
4/9/2017,at,Lake Forest College,L,4-5,33,4,9,3,2,0,0,2,0,0,0,0,0,0,0,3,18,4,1,0.273
4/13/2017,,Iowa Wesleyan Univ.,W,5-1,26,5,7,4,2,0,0,2,0,1,1,0,0,0,0,1,21,9,1,0.269
4/13/2017,,Iowa Wesleyan Univ.,W,4-0,25,4,6,2,1,0,0,4,0,0,0,0,0,0,0,2,21,11,0,0.24
4/15/2017,at,Illinois College,L,2-5,27,2,6,2,0,1,0,1,0,0,0,0,0,0,0,1,18,10,2,0.222
4/15/2017,at,Illinois College,W,6-1,29,6,7,6,3,0,0,5,0,0,1,0,0,0,0,4,21,10,2,0.241
4/18/2017,,Monmouth College,L,0-4,23,0,2,0,0,0,0,1,0,0,0,0,1,0,0,6,21,11,2,0.087
4/18/2017,,Monmouth College,L,5-6,48,5,9,5,3,0,0,2,0,0,0,0,3,0,0,15,42,24,2,0.188
4/22/2017,,Beloit College,W,5-0,23,5,7,5,0,2,0,2,1,1,1,0,3,1,0,0,21,8,0,0.304
4/22/2017,,Beloit College,W,16-2,26,16,16,15,4,2,0,6,1,0,0,0,0,1,1,0,15,5,1,0.615
4/23/2017,,Ripon College,L,6-9,26,6,6,6,1,1,1,7,0,1,0,1,1,0,0,4,21,13,2,0.231
4/23/2017,,Ripon College,W,3-2,26,3,8,2,1,0,1,0,0,0,0,0,2,0,0,2,21,11,0,0.308
4/25/2017,at,Cornell College,L,3-11,24,3,7,2,2,0,1,4,0,0,0,1,0,0,1,2,17,10,3,0.292
4/25/2017,at,Cornell College,L,0-8,20,0,2,0,0,0,0,1,0,0,0,0,1,0,0,5,16,7,3,0.1
4/29/2017,at,St. Norbert College,L,2-3,31,2,9,2,0,0,0,3,0,0,0,0,2,0,0,4,23,4,2,0.29
4/29/2017,at,St. Norbert College,L,0-9,24,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,18,7,3,0.208
5/2/2017,at,Mount Mercy Univ.,L,0-4,22,0,3,0,0,0,0,2,0,0,0,0,2,0,0,3,18,7,2,0.136
5/2/2017,at,Mount Mercy Univ.,L,1-3,25,1,2,0,0,0,0,2,0,0,0,0,1,0,0,10,18,6,0,0.08
Total,,,,112-152,928,112,247,103,49,12,3,71,3,7,6,9,24,4,5,154,689,320,49,
