Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",FR-1,10.34m,"33' 11.25""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Lukoseviciute, Agne",FR-1,10.10m,"33' 1.75""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Lukoseviciute, Agne",FR-1,10.04m,"32' 11.25""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Lukoseviciute, Agne",FR-1,10.02m,"32' 10.5""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Lukoseviciute, Agne",FR-1,9.92m,"32' 6.5""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Lukoseviciute, Agne",FR-1,9.90m,"32' 5.75""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Lukoseviciute, Agne",FR-1,9.84m,"32' 3.5""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Lukoseviciute, Agne",FR-1,9.59m,"31' 5.75""",Wartburg Indoor Invitational,"Feb 17, 2018"
,"Lukoseviciute, Agne",FR-1,9.50m,"31' 2""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Lukoseviciute, Agne",FR-1,9.47m,"31' 1""",2018 Darren Young Indoor Classic,"Feb 10, 2018"
,"Lukoseviciute, Agne",FR-1,9.45m,"31' 0""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Lukoseviciute, Agne",FR-1,9.44m,"30' 11.75""",Wartburg Indoor Invitational,"Feb 17, 2018"
,"Lukoseviciute, Agne",FR-1,9.39m,"30' 9.75""",Midwest Conference Indoor Championships,"Feb 23, 2018"
,"Lukoseviciute, Agne",FR-1,9.38m,"30' 9.25""",2018 Hilltop Invitational,"Jan 27, 2018"
,"Lukoseviciute, Agne",FR-1,9.15m,"30' 0.25""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Lukoseviciute, Agne",FR-1,9.01m,"29' 6.75""",Wartburg Indoor Invitational,"Feb 17, 2018"
,"Lukoseviciute, Agne",FR-1,8.81m,"28' 11""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
,"Lukoseviciute, Agne",FR-1,8.50m,"27' 10.75""",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
